appid,genres,type,release_date
603360,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Sep 3, 2017'}"
420560,"[{'id': '1', 'description': 'Action'}, {'id': '28', 'description': 'Simulation'}]",game,"{'coming_soon': False, 'date': 'Nov 17, 2020'}"
45740,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Sep 27, 2010'}"
341000,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Sep 13, 2016'}"
205650,"[{'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Sep 25, 2012'}"
261180,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}]",game,"{'coming_soon': False, 'date': 'Aug 27, 2014'}"
665180,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Aug 3, 2017'}"
1928980,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]",game,"{'coming_soon': False, 'date': 'Feb 20, 2024'}"
234390,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Jul 24, 2013'}"
1112400,"[{'id': '37', 'description': 'Free To Play'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '9', 'description': 'Racing'}]",game,"{'coming_soon': False, 'date': 'Dec 20, 2019'}"
846470,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Jun 7, 2018'}"
1948800,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}, {'id': '37', 'description': 'Free To Play'}]",game,"{'coming_soon': False, 'date': '21 Jan, 2024'}"
2909400,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Jan 23, 2025'}"
22650,"[{'id': '1', 'description': 'Action'}]",game,"{'coming_soon': False, 'date': 'Sep 22, 2010'}"
805850,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free To Play'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '9', 'description': 'Racing'}, {'id': '18', 'description': 'Sports'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'May 21, 2018'}"
7650,"[{'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'May 4, 2007'}"
743890,"[{'id': '1', 'description': 'Action'}]",game,"{'coming_soon': False, 'date': 'Jul 24, 2018'}"
1048540,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '9', 'description': 'Racing'}]",game,"{'coming_soon': False, 'date': 'May 31, 2019'}"
1364390,"[{'id': '51', 'description': 'Animation & Modeling'}, {'id': '58', 'description': 'Video Production'}]",game,"{'coming_soon': False, 'date': 'Nov 17, 2021'}"
1363430,"[{'id': '1', 'description': 'Action'}]",game,"{'coming_soon': False, 'date': 'Sep 25, 2020'}"
460810,"[{'id': '1', 'description': 'Action'}]",game,"{'coming_soon': False, 'date': 'May 25, 2017'}"
385070,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Jul 16, 2015'}"
740250,"[{'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '51', 'description': 'Animation & Modeling'}, {'id': '53', 'description': 'Design & Illustration'}, {'id': '54', 'description': 'Education'}, {'id': '56', 'description': 'Software Training'}, {'id': '57', 'description': 'Utilities'}, {'id': '59', 'description': 'Web Publishing'}, {'id': '70', 'description': 'Early Access'}]",game,"{'coming_soon': False, 'date': 'May 4, 2018'}"
1801110,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Aug 9, 2023'}"
293540,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Aug 4, 2014'}"
407130,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]",game,"{'coming_soon': False, 'date': 'Feb 20, 2020'}"
282900,"[{'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Jan 29, 2015'}"
1069160,"[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'May 30, 2024'}"
1085510,"[{'id': '9', 'description': 'Racing'}]",game,"{'coming_soon': False, 'date': 'Nov 6, 2019'}"
356500,"[{'id': '1', 'description': 'Action'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Mar 1, 2016'}"
284950,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]",game,"{'coming_soon': False, 'date': 'Apr 17, 2014'}"
447850,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Mar 22, 2016'}"
1123770,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Feb 23, 2021'}"
304530,"[{'id': '1', 'description': 'Action'}]",game,"{'coming_soon': False, 'date': 'Aug 15, 2017'}"
690530,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]",game,"{'coming_soon': False, 'date': 'Jun 25, 2018'}"
2365810,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Jul 28, 2023'}"
691260,"[{'id': '1', 'description': 'Action'}]",game,"{'coming_soon': False, 'date': 'Oct 22, 2020'}"
1275670,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '37', 'description': 'Free To Play'}]",game,"{'coming_soon': False, 'date': 'Sep 26, 2022'}"
239430,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'May 21, 2014'}"
986130,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Sep 26, 2024'}"
340840,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Aug 30, 2018'}"
94200,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Jun 8, 2011'}"
94590,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]",game,"{'coming_soon': False, 'date': 'Jun 30, 2011'}"
351920,"[{'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Oct 18, 2016'}"
530330,"[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Oct 13, 2016'}"
234510,"[{'id': '1', 'description': 'Action'}]",game,"{'coming_soon': False, 'date': 'May 30, 2013'}"
393530,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Jun 7, 2016'}"
368990,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'May 12, 2015'}"
512790,"[{'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Nov 28, 2016'}"
1293160,"[{'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Jan 28, 2021'}"
547960,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Oct 25, 2016'}"
1340530,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '37', 'description': 'Free To Play'}]",game,"{'coming_soon': False, 'date': 'Aug 27, 2020'}"
671510,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Jan 17, 2019'}"
586980,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]",game,"{'coming_soon': False, 'date': 'Feb 21, 2017'}"
1660080,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]",game,"{'coming_soon': False, 'date': 'Jan 15, 2025'}"
607080,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Aug 24, 2021'}"
38420,"[{'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Aug 19, 2009'}"
1296610,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Aug 27, 2024'}"
22610,"[{'id': '1', 'description': 'Action'}]",game,"{'coming_soon': False, 'date': 'Jun 3, 2010'}"
357190,"[{'id': '1', 'description': 'Action'}]",game,"{'coming_soon': False, 'date': 'Mar 6, 2017'}"
977880,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Sep 16, 2021'}"
1096710,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Oct 19, 2019'}"
1792250,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Jan 25, 2022'}"
385730,"[{'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]",game,"{'coming_soon': False, 'date': 'Mar 10, 2016'}"
298160,"[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Nov 5, 2014'}"
8600,"[{'id': '9', 'description': 'Racing'}]",game,"{'coming_soon': False, 'date': 'Oct 15, 2007'}"
1179680,"[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Jul 24, 2020'}"
824270,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]",game,"{'coming_soon': False, 'date': 'Apr 3, 2018'}"
442070,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Jun 20, 2016'}"
1364020,"[{'id': '1', 'description': 'Action'}, {'id': '70', 'description': 'Early Access'}]",game,"{'coming_soon': False, 'date': 'Apr 13, 2023'}"
1079260,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]",game,"{'coming_soon': False, 'date': 'Dec 17, 2020'}"
2015270,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]",game,"{'coming_soon': False, 'date': 'Apr 24, 2024'}"
883860,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '37', 'description': 'Free To Play'}]",game,"{'coming_soon': False, 'date': 'Aug 23, 2018'}"
226580,"[{'id': '9', 'description': 'Racing'}, {'id': '18', 'description': 'Sports'}]",game,"{'coming_soon': False, 'date': 'Oct 16, 2014'}"
318600,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Feb 24, 2016'}"
214770,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Aug 8, 2013'}"
402710,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Jan 18, 2023'}"
418030,"[{'id': '1', 'description': 'Action'}, {'id': '70', 'description': 'Early Access'}]",game,"{'coming_soon': False, 'date': 'Oct 25, 2016'}"
2294450,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'May 16, 2024'}"
449200,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Mar 18, 2016'}"
673750,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'May 16, 2023'}"
1281800,"[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Apr 29, 2020'}"
562860,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Aug 15, 2019'}"
34010,"[{'id': '1', 'description': 'Action'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Jun 1, 2010'}"
1504570,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Apr 17, 2024'}"
2194780,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Nov 22, 2024'}"
1353300,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}, {'id': '37', 'description': 'Free To Play'}]",game,"{'coming_soon': False, 'date': 'Dec 21, 2020'}"
1218210,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Mar 31, 2022'}"
2172180,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Nov 14, 2023'}"
333600,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Dec 29, 2014'}"
353640,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Sep 16, 2015'}"
436180,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '2', 'description': 'Strategy'}, {'id': '80', 'description': 'Movie'}]",game,"{'coming_soon': False, 'date': 'Sep 22, 2017'}"
421120,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Mar 24, 2016'}"
872670,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]",game,"{'coming_soon': False, 'date': 'Feb 22, 2022'}"
1129310,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]",game,"{'coming_soon': False, 'date': 'Apr 14, 2020'}"
266410,"[{'id': '29', 'description': 'Massively Multiplayer'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]",game,"{'coming_soon': False, 'date': 'Jan 12, 2015'}"
2967460,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]",game,"{'coming_soon': False, 'date': 'Jun 14, 2024'}"
929010,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'May 9, 2019'}"
723780,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}]",game,"{'coming_soon': False, 'date': 'Dec 19, 2017'}"
785740,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Jul 31, 2018'}"
1571440,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Apr 15, 2021'}"
248550,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Oct 15, 2013'}"
1275890,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]",game,"{'coming_soon': False, 'date': 'Jun 11, 2020'}"
313730,"[{'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Jul 9, 2014'}"
1963040,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Apr 7, 2024'}"
1135230,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Jul 18, 2023'}"
675260,"[{'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Aug 8, 2017'}"
344760,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]",game,"{'coming_soon': False, 'date': 'Dec 15, 2015'}"
893180,"[{'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Jan 10, 2019'}"
919640,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Jun 20, 2019'}"
1276790,"[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Nov 16, 2021'}"
316790,"[{'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Jan 26, 2015'}"
1583230,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Dec 13, 2022'}"
12360,"[{'id': '9', 'description': 'Racing'}]",game,"{'coming_soon': False, 'date': 'Aug 26, 2008'}"
1506630,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]",game,"{'coming_soon': False, 'date': 'Feb 26, 2021'}"
1098292,"[{'id': '1', 'description': 'Action'}]",game,"{'coming_soon': False, 'date': 'Oct 20, 2020'}"
1173820,"[{'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Feb 23, 2022'}"
629380,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]",game,"{'coming_soon': False, 'date': 'Jun 7, 2017'}"
587790,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}]",game,"{'coming_soon': False, 'date': 'Sep 12, 2017'}"
656350,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Aug 6, 2020'}"
624270,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Sep 27, 2017'}"
314020,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Aug 14, 2014'}"
677160,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': '2 Feb, 2018'}"
406970,"[{'id': '25', 'description': 'Przygodowe'}, {'id': '23', 'description': 'Niezależne'}]",game,"{'coming_soon': False, 'date': '22 września 2016'}"
1114940,"[{'id': '23', 'description': 'Indie'}, {'id': '37', 'description': 'Free To Play'}]",game,"{'coming_soon': False, 'date': 'Nov 9, 2023'}"
1761390,"[{'id': '1', 'description': 'Action'}]",game,"{'coming_soon': False, 'date': '26 May, 2022'}"
24840,"[{'id': '1', 'description': 'Action'}]",game,"{'coming_soon': False, 'date': 'Oct 6, 2009'}"
337340,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",game,"{'coming_soon': False, 'date': 'Dec 14, 2017'}"
202530,,game,"{'coming_soon': False, 'date': 'Jan 19, 2012'}"
1158980,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Nov 3, 2021'}"
24800,"[{'id': '1', 'description': 'Action'}, {'id': '2', 'description': 'Strategy'}, {'id': '37', 'description': 'Free To Play'}]",game,"{'coming_soon': False, 'date': 'Oct 6, 2009'}"
1335790,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]",game,"{'coming_soon': False, 'date': 'Jun 1, 2021'}"
355790,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Mar 14, 2017'}"
211740,"[{'id': '1', 'description': 'Action'}, {'id': '28', 'description': 'Simulation'}]",game,"{'coming_soon': False, 'date': 'May 22, 2012'}"
24780,"[{'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Jul 20, 2010'}"
388210,"[{'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Mar 21, 2016'}"
295790,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': '18 Nov, 2014'}"
267530,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Feb 7, 2014'}"
846770,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]",game,"{'coming_soon': False, 'date': 'Nov 16, 2021'}"
200940,,game,"{'coming_soon': False, 'date': 'Jan 19, 2012'}"
435790,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Jul 19, 2016'}"
1000010,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Oct 16, 2020'}"
900270,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",game,"{'coming_soon': False, 'date': 'Jun 4, 2019'}"
224940,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]",game,"{'coming_soon': False, 'date': 'Dec 6, 2012'}"
434460,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Aug 28, 2017'}"
334310,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",game,"{'coming_soon': False, 'date': 'Apr 8, 2020'}"
